"chemical_input_pkey","study_year","treatment_fkey","treatment","treatment_long","crop","blocks","chemical_purpose","application_timing","application_date","application_mode","trade_name","active_ingredient","active_ingredient_concentration_value","active_ingredient_concentration_unit","application_rate_value_active_ingredient","application_rate_unit_active_ingredient","reference_chemical","application_rate_of_reference_chemical_value","application_rate_of_reference_chemical_unit","tractor","implement","original_entry","comment"
311,"2018",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2018-04-06,"bulk_spreader","not_listed","sulphur (S)",NA,NA,12,"lb_per_ac",NA,NA,NA,NA,"New Leader EDGE hopper spreader","Applied fertilizer to all plots, except unfertilized prairie. New leader EDGE bulk spreader was used. Material Applied: 200lbs/ac MESZ, 150lbs/ac MOP, 12lbs/ac S.",NA
312,"2018",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2018-04-06,"bulk_spreader","not_listed","sulphur (S)",NA,NA,12,"lb_per_ac",NA,NA,NA,NA,"New Leader EDGE hopper spreader","Applied fertilizer to all plots, except unfertilized prairie. New leader EDGE bulk spreader was used. Material Applied: 200lbs/ac MESZ, 150lbs/ac MOP, 12lbs/ac S.",NA
313,"2018",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2018-04-06,"bulk_spreader","not_listed","sulphur (S)",NA,NA,12,"lb_per_ac",NA,NA,NA,NA,"New Leader EDGE hopper spreader","Applied fertilizer to all plots, except unfertilized prairie. New leader EDGE bulk spreader was used. Material Applied: 200lbs/ac MESZ, 150lbs/ac MOP, 12lbs/ac S.",NA
314,"2018",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2018-04-06,"bulk_spreader","not_listed","sulphur (S)",NA,NA,12,"lb_per_ac",NA,NA,NA,NA,"New Leader EDGE hopper spreader","Applied fertilizer to all plots, except unfertilized prairie. New leader EDGE bulk spreader was used. Material Applied: 200lbs/ac MESZ, 150lbs/ac MOP, 12lbs/ac S.",NA
315,"2018",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2018-05-10,"broadcast","UAN","urea ammonium nitrate",32,"percent",25.9,"gal_per_ac","nitrogen (N)",92,"lb_per_ac",NA,"Case IH Patriot 3340 sprayer","Nitrogen applied to all PF plots at a rate of 92lbs/ac. Case Patriot 3340 sprayer was used. 42 gallons of UAN-32 applied to 1.62 acres. 25.9 gal/ac x 3.54lbs N/gal = 92lbs/ac.",NA
316,"2018",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","pre-emergence",2018-05-10,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,35,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Roundup Powermax applied to all corn and soybean plots as burndown. Case Patriot 3340 sprayer was used. Roundup applied at 35oz/ac.",NA
317,"2018",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","pre-emergence",2018-05-10,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,35,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Roundup Powermax applied to all corn and soybean plots as burndown. Case Patriot 3340 sprayer was used. Roundup applied at 35oz/ac.",NA
318,"2018",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","pre-emergence",2018-05-10,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,35,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Roundup Powermax applied to all corn and soybean plots as burndown. Case Patriot 3340 sprayer was used. Roundup applied at 35oz/ac.",NA
319,"2018",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","pre-emergence",2018-05-10,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,35,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Roundup Powermax applied to all corn and soybean plots as burndown. Case Patriot 3340 sprayer was used. Roundup applied at 35oz/ac.",NA
320,"2018",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2018-05-16,"broadcast","UAN","urea ammonium nitrate",NA,NA,NA,NA,"nitrogen (N)",75,"lb_per_ac",NA,"Case IH Patriot 3340 sprayer","UAN and Corvus applied to all corn plots. Case Patriot 3340 sprayer was used. 75lbs/ac of N and 5.6oz of Corvus pre-emergent herbicide were applied.",NA
321,"2018",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2018-05-16,"broadcast","UAN","urea ammonium nitrate",NA,NA,NA,NA,"nitrogen (N)",75,"lb_per_ac",NA,"Case IH Patriot 3340 sprayer","UAN and Corvus applied to all corn plots. Case Patriot 3340 sprayer was used. 75lbs/ac of N and 5.6oz of Corvus pre-emergent herbicide were applied.",NA
322,"2018",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2018-05-16,"broadcast","UAN","urea ammonium nitrate",NA,NA,NA,NA,"nitrogen (N)",75,"lb_per_ac",NA,"Case IH Patriot 3340 sprayer","UAN and Corvus applied to all corn plots. Case Patriot 3340 sprayer was used. 75lbs/ac of N and 5.6oz of Corvus pre-emergent herbicide were applied.",NA
323,"2018",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","pre-emergence",2018-05-16,"broadcast","Corvus","thiencarbazone-methyl + isoxaflutole",NA,NA,5.6,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","UAN and Corvus applied to all corn plots. Case Patriot 3340 sprayer was used. 75lbs/ac of N and 5.6oz of Corvus pre-emergent herbicide were applied.",NA
324,"2018",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","pre-emergence",2018-05-16,"broadcast","Corvus","thiencarbazone-methyl + isoxaflutole",NA,NA,5.6,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","UAN and Corvus applied to all corn plots. Case Patriot 3340 sprayer was used. 75lbs/ac of N and 5.6oz of Corvus pre-emergent herbicide were applied.",NA
325,"2018",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","pre-emergence",2018-05-16,"broadcast","Corvus","thiencarbazone-methyl + isoxaflutole",NA,NA,5.6,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","UAN and Corvus applied to all corn plots. Case Patriot 3340 sprayer was used. 75lbs/ac of N and 5.6oz of Corvus pre-emergent herbicide were applied.",NA
326,"2018",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","pre-emergence",2018-05-18,"broadcast","Valor SX","flumioxazin",NA,NA,3,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Valor SX pre-emergence herbicide applied to all soybean plots. Case Patriot 3340 sprayer used. Valor SX applied at 3oz/ac.",NA
327,"2018",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","post-emergence",2018-06-05,"broadcast","Laudis","tembotrione",NA,NA,3,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Laudis and Roundup post-emergence herbicide applied to all corn plots. Case Patriot 3340 sprayer used. Laudis applied at 3oz/ac, Roundup Powermax applied at 36oz/ac.",NA
328,"2018",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","post-emergence",2018-06-05,"broadcast","Laudis","tembotrione",NA,NA,3,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Laudis and Roundup post-emergence herbicide applied to all corn plots. Case Patriot 3340 sprayer used. Laudis applied at 3oz/ac, Roundup Powermax applied at 36oz/ac.",NA
329,"2018",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2018-06-05,"broadcast","Laudis","tembotrione",NA,NA,3,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Laudis and Roundup post-emergence herbicide applied to all corn plots. Case Patriot 3340 sprayer used. Laudis applied at 3oz/ac, Roundup Powermax applied at 36oz/ac.",NA
330,"2018",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","post-emergence",2018-06-05,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,36,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Laudis and Roundup post-emergence herbicide applied to all corn plots. Case Patriot 3340 sprayer used. Laudis applied at 3oz/ac, Roundup Powermax applied at 36oz/ac.",NA
331,"2018",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","herbicide","post-emergence",2018-06-05,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,36,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Laudis and Roundup post-emergence herbicide applied to all corn plots. Case Patriot 3340 sprayer used. Laudis applied at 3oz/ac, Roundup Powermax applied at 36oz/ac.",NA
332,"2018",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","herbicide","post-emergence",2018-06-05,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,36,"oz_per_ac",NA,NA,NA,NA,"Case IH Patriot 3340 sprayer","Laudis and Roundup post-emergence herbicide applied to all corn plots. Case Patriot 3340 sprayer used. Laudis applied at 3oz/ac, Roundup Powermax applied at 36oz/ac.",NA
333,"2018",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","post-emergence",2018-06-18,"sidedress","UAN","urea ammonium nitrate",NA,NA,NA,NA,"nitrogen (N)",135,"lb_per_ac","John Deere 6140","Blu-Jet JetStream side dresser (12-row)","Sidedressed nitrogen on all corn plots. John Deere 6140R tractor and 12 row JetStream sidedress rig were used. Rates: C2 105lbs/ac, CC 105lbs/ac, CCW 135lbs/ac.",NA
334,"2018",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","post-emergence",2018-06-18,"sidedress","UAN","urea ammonium nitrate",NA,NA,NA,NA,"nitrogen (N)",105,"lb_per_ac","John Deere 6140","Blu-Jet JetStream side dresser (12-row)","Sidedressed nitrogen on all corn plots. John Deere 6140R tractor and 12 row JetStream sidedress rig were used. Rates: C2 105lbs/ac, CC 105lbs/ac, CCW 135lbs/ac.",NA
335,"2018",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","post-emergence",2018-06-18,"sidedress","UAN","urea ammonium nitrate",NA,NA,NA,NA,"nitrogen (N)",105,"lb_per_ac","John Deere 6140","Blu-Jet JetStream side dresser (12-row)","Sidedressed nitrogen on all corn plots. John Deere 6140R tractor and 12 row JetStream sidedress rig were used. Rates: C2 105lbs/ac, CC 105lbs/ac, CCW 135lbs/ac.",NA
336,"2018",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2018-06-18,"broadcast","Cobra","lactofen",NA,NA,8,"oz_per_ac",NA,NA,NA,"John Deere 6125","unspecified 3-point mounted sprayer (30-foot wide)","Cobra and Roundup post-emergence herbicides were applied to all soybean plots. John Deere 6125 tractor and 30' 3pt sprayer were used. Cobra applied at 8oz/ac, Roundup powermax applied at 32oz/ac.",NA
337,"2018",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","herbicide","post-emergence",2018-06-18,"broadcast","Roundup PowerMAX","glyphosate",NA,NA,32,"oz_per_ac",NA,NA,NA,"John Deere 6125","unspecified 3-point mounted sprayer (30-foot wide)","Cobra and Roundup post-emergence herbicides were applied to all soybean plots. John Deere 6125 tractor and 30' 3pt sprayer were used. Cobra applied at 8oz/ac, Roundup powermax applied at 32oz/ac.",NA
338,"2018",6,"S2","soy_corn_rotation","soybean","1, 2","manual_weeding","post-emergence",2018-07-09,"hand_pull","not_listed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand weeded soybean plots in blocks 1 and 2",NA
339,"2018",6,"S2","soy_corn_rotation","soybean","3, 4","manual_weeding","post-emergence",2018-07-10,"hand_pull","not_listed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hand weeded soybean plots in blocks 3 and 4",NA
340,"2019",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","MicroEssentials Phosphate Fertilizer (MESZ)","nitrogen + phosphorus + sulfur + zinc",NA,NA,180,"lb_per_ac","phosphorus pentoxide (P2O5)",72,"lb_per_ac",NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
341,"2019",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","MicroEssentials Phosphate Fertilizer (MESZ)","nitrogen + phosphorus + sulfur + zinc",NA,NA,180,"lb_per_ac","phosphorus pentoxide (P2O5)",72,"lb_per_ac",NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
342,"2019",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","MicroEssentials Phosphate Fertilizer (MESZ)","nitrogen + phosphorus + sulfur + zinc",NA,NA,180,"lb_per_ac","phosphorus pentoxide (P2O5)",72,"lb_per_ac",NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
343,"2019",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2019-04-16,"spreader","MicroEssentials Phosphate Fertilizer (MESZ)","nitrogen + phosphorus + sulfur + zinc",NA,NA,180,"lb_per_ac","phosphorus pentoxide (P2O5)",72,"lb_per_ac",NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
344,"2019",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","MicroEssentials Phosphate Fertilizer (MESZ)","nitrogen + phosphorus + sulfur + zinc",NA,NA,180,"lb_per_ac","phosphorus pentoxide (P2O5)",72,"lb_per_ac",NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
345,"2019",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,150,"lb_per_ac","potassium oxide (K2O)",90,"lb_per_ac",NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
346,"2019",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,150,"lb_per_ac","potassium oxide (K2O)",90,"lb_per_ac",NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
347,"2019",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,150,"lb_per_ac","potassium oxide (K2O)",90,"lb_per_ac",NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
348,"2019",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2019-04-16,"spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,150,"lb_per_ac","potassium oxide (K2O)",90,"lb_per_ac",NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
349,"2019",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","Muriate of potash (MOP)","potassium chloride (KCl)",NA,NA,150,"lb_per_ac","potassium oxide (K2O)",90,"lb_per_ac",NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
350,"2019",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","not_listed","sulphur (S)",NA,NA,20,"lb_per_ac",NA,NA,NA,NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
351,"2019",2,"CC","continuous_corn_stover_removed","corn","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","not_listed","sulphur (S)",NA,NA,20,"lb_per_ac",NA,NA,NA,NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
352,"2019",1,"C2","corn_soy_rotation","corn","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","not_listed","sulphur (S)",NA,NA,20,"lb_per_ac",NA,NA,NA,NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
353,"2019",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2019-04-16,"spreader","not_listed","sulphur (S)",NA,NA,20,"lb_per_ac",NA,NA,NA,NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
354,"2019",6,"S2","soy_corn_rotation","soybean","1, 2, 3, 4","fertilizer","pre-emergence",2019-04-16,"spreader","not_listed","sulphur (S)",NA,NA,20,"lb_per_ac",NA,NA,NA,NA,"New Idea RoGator","Applied base fertilizer to all plots (except unfertilized prairie).MESZ: 180 lbs/ac (72 lbs P2O5).Muriate of Potash: 150 lbs/ac (90 lbs K2O).Sulfur: 20 lbs/ac.New Idea RoGator was used, 90 ft passes, moving N/S",NA
355,"2019",5,"PF","prairie_fertilized","prairie_fertilized","1, 2, 3, 4","fertilizer","post-emergence",2019-04-24,"broadcast","UAN","urea ammonium nitrate",32,"percent",NA,NA,"nitrogen (N)",100,"lb_per_ac","John Deere 6125","unspecified 3-point mounted sprayer (30-foot wide)","Nitrogen applied to all fertilized prairie  (PF) plots.100 lbs/ac of N (UAN-32) applied to plots.John Deere 6125 tractor and 30' 3 point sprayer were used",NA
356,"2019",3,"CCW","continuous_corn_cover_crop_stover_removed","corn_rye","1, 2, 3, 4","herbicide","pre-emergence",2019-05-15,"broadcast","2,4-d Amine","2,4-dichlorophenoxyacetic acid",NA,NA,2,"pt_per_ac",NA,NA,NA,"John Deere 6125","unspecified 3-point mounted sprayer (30-foot wide)","Burndown herbicide applied to all corn and soybean plots.glyphosate (roundup powermax, 35 oz/ac) + 2-4, d Amine (generic, 2 pts/ac) were applied to the plots.John Deere 6125 tractor and 30' 3 point sprayer were used",NA
